	BREd	BREu	DRE	Inr_6mer	Pause_button	TATA_8mer	TCT	XCPE1	XCPE2	DCE_I_II_III	DPE
ENSG00000109452.8|FTMT21300049009.1	1	0	0	0	0	0	0	0	0	0	0
CATG00000070412.1|HBMT00001073580.1	0	0	0	0	0	0	0	0	0	0	0
ENSG00000170185.5|ENST00000307017.4	0	0	0	0	0	0	0	0	0	0	0
ENSG00000109458.4|ENST00000262994.4	0	0	0	1	0	0	0	0	0	0	0
ENSG00000153147.5|ENCT00000324636.1	0	0	0	0	0	0	0	0	0	0	0
ENSG00000183090.5|ENST00000329798.5	0	0	0	0	0	0	0	0	0	0	0
ENSG00000197465.9|ENST00000358615.4	0	0	0	0	1	0	0	0	0	0	1
ENSG00000250361.2|ENST00000283126.7	0	0	0	0	0	0	0	0	0	0	0
ENSG00000170180.15|ENCT00000337253.1	0	0	0	0	0	0	0	0	0	0	0
ENSG00000164161.5|HBMT00001073693.1	0	0	0	0	0	0	0	0	0	0	0
ENSG00000164162.8|ENST00000502562.1	0	0	0	0	0	0	0	0	0	0	0
ENSG00000164163.6|ENST00000507193.1	0	0	0	1	0	0	0	0	0	0	0
ENSG00000164164.11|ENCT00000337383.1	0	0	0	0	0	0	0	0	0	0	0
CATG00000074072.1|MICT00000272457.1	0	0	0	0	0	0	0	0	0	0	0
CATG00000074073.1|ENCT00000337405.1	0	0	0	0	0	0	0	0	0	0	0
ENSG00000170365.5|ENST00000302085.4	0	0	0	0	0	0	0	0	0	0	0
ENSG00000151611.9|FTMT21500001982.1	0	0	0	1	0	0	0	0	0	0	0
ENSG00000237136.2|ENCT00000324802.1	0	0	0	0	0	0	0	0	0	0	0
ENSG00000151612.11|FTMT21300049034.1	0	0	0	0	0	0	0	0	0	0	0
ENSG00000164167.5|ENST00000502781.1	0	0	0	0	0	0	0	0	0	0	0
ENSG00000120519.10|ENST00000335472.7	0	0	0	0	0	0	0	0	0	0	0
ENSG00000151615.3|ENST00000281321.3	0	0	0	1	0	0	0	0	0	0	0
ENSG00000137473.13|ENST00000325106.4	0	0	0	0	0	0	0	0	0	0	0
ENSG00000151617.11|FTMT21500052736.1	0	0	0	0	0	0	0	0	0	0	0
ENSG00000164168.3|ENST00000296582.3	0	0	0	0	0	0	0	0	0	0	0
ENSG00000164169.8|ENST00000514886.1	0	1	0	0	0	0	0	0	0	0	0
ENSG00000071205.7|ENST00000336498.3	0	0	0	0	0	0	0	0	0	0	0
ENSG00000151623.10|ENST00000342437.4	0	0	0	1	0	0	0	0	0	0	0
ENSG00000170390.10|ENCT00000325075.1	0	0	0	1	0	0	0	0	0	0	0
ENSG00000198589.6|ENST00000535741.1	0	0	0	0	0	0	0	0	0	0	0
ENSG00000181541.4|ENST00000317605.4	0	0	0	0	0	0	0	0	0	0	0
ENSG00000145425.5|ENST00000507485.1	0	0	0	0	0	0	0	0	0	0	0
ENSG00000109686.12|FTMT21300049135.1	0	0	0	0	0	0	0	0	0	0	0
ENSG00000164142.11|HBMT00001074629.1	0	0	0	1	0	0	0	0	0	0	0
ENSG00000059691.7|ENST00000263985.6	0	0	0	1	0	0	0	0	0	0	0
ENSG00000109670.9|ENST00000281708.4	0	0	0	0	0	0	0	0	0	0	0
CATG00000070604.1|MICT00000272952.1	0	0	0	0	0	0	0	0	0	0	0
ENSG00000170006.7|FTMT21300000417.1	1	0	0	0	0	0	0	0	0	0	0
ENSG00000169989.2|ENST00000304337.2	0	0	0	0	1	0	0	0	0	0	0
ENSG00000164144.10|ENST00000353617.2	0	0	0	1	0	0	0	0	0	0	1
ENSG00000137460.4|ENST00000511601.1	0	0	0	1	0	0	0	0	0	0	0
ENSG00000109654.10|HBMT00001074845.1	0	0	0	1	0	0	0	0	0	0	1
CATG00000074207.1|HBMT00001091802.1	0	0	0	0	0	0	0	0	0	0	0
ENSG00000121211.3|ENST00000509752.1	0	1	0	0	0	0	0	0	0	0	0
ENSG00000121210.11|ENST00000409959.3	0	0	0	0	0	0	0	0	0	0	0
ENSG00000145428.10|ENST00000506358.1	0	0	0	0	0	0	0	0	0	0	0
ENSG00000145423.4|ENST00000274063.4	0	0	0	0	0	0	0	0	0	0	0
ENSG00000197410.8|ENCT00000337741.1	0	0	0	0	0	0	0	0	0	0	0
ENSG00000171566.7|ENST00000302078.5	0	0	0	0	0	0	0	0	0	0	0
ENSG00000171564.7|ENST00000498375.2	0	0	0	1	0	1	0	0	0	0	0
ENSG00000171560.10|ENST00000302053.3	0	0	0	0	1	0	0	0	0	0	1
ENSG00000171557.12|ENST00000404648.3	0	0	0	1	0	0	0	0	0	0	0
ENSG00000121207.7|ENST00000510733.1	0	0	0	0	0	0	0	0	0	0	0
ENSG00000151962.3|ENST00000514866.1	0	0	0	0	0	0	0	0	0	0	0
ENSG00000185149.5|ENST00000329476.3	0	0	0	0	0	0	0	0	0	0	0
CATG00000074243.1|MICT00000273219.1	0	0	0	0	0	0	0	0	0	0	0
ENSG00000164114.14|ENST00000515654.1	0	0	0	0	0	0	0	0	0	0	1
ENSG00000164116.12|ENST00000511507.1	0	0	0	0	0	0	0	0	0	0	0
ENSG00000061918.8|ENST00000507146.1	0	0	0	0	0	0	0	0	0	0	0
ENSG00000256394.2|ENST00000537611.2	1	0	0	0	0	0	0	0	0	0	0
ENSG00000151790.4|ENST00000536354.2	0	0	0	0	0	0	0	0	0	0	0
ENSG00000256043.2|ENST00000433477.3	0	0	0	0	0	0	0	0	0	0	0
ENSG00000251283.1|ENST00000511399.1	0	0	0	0	0	0	0	0	0	0	0
ENSG00000145431.6|FTMT21300013188.1	0	0	0	0	0	0	0	0	0	0	0
ENSG00000109738.6|ENST00000506411.1	0	0	0	0	0	0	0	0	0	0	0
ENSG00000120251.14|ENST00000471736.1	0	0	0	0	0	0	0	0	0	0	0
ENSG00000164125.11|ENST00000585682.1	0	0	0	0	0	0	0	0	0	0	0
ENSG00000164124.6|ENST00000514558.1	0	0	0	0	0	0	0	0	0	0	0
ENSG00000171509.11|ENST00000448688.2	0	0	0	0	0	0	0	0	0	0	0
ENSG00000205208.4|ENST00000508457.1	0	0	0	0	0	0	0	0	0	0	0
ENSG00000171503.7|ENST00000436096.2	0	0	0	1	0	0	0	0	0	0	1
ENSG00000171497.4|ENST00000307720.3	0	0	0	1	0	0	0	0	0	0	1
CATG00000074344.1|FTMT21400009419.1	0	0	0	0	0	0	0	0	0	0	0
ENSG00000052795.8|HBMT00001076018.1	0	0	0	1	0	0	0	0	0	0	0
ENSG00000164123.6|ENCT00000338060.1	1	0	0	1	0	0	0	0	0	0	0
ENSG00000109756.4|HBMT00001076079.1	0	0	0	0	0	0	0	0	0	0	0
ENSG00000168843.9|ENST00000427802.2	0	0	0	1	0	0	0	0	0	0	0
ENSG00000145414.4|ENST00000422287.2	0	0	0	1	0	0	0	0	0	0	0
ENSG00000164128.2|ENST00000509586.1	0	0	0	0	0	0	0	0	0	0	0
ENSG00000164129.7|ENCT00000325956.1	0	0	0	0	0	0	0	0	0	0	0
ENSG00000151005.3|ENST00000280605.3	0	1	0	0	0	0	0	0	0	0	0
ENSG00000198498.5|ENST00000513134.1	1	0	0	0	0	0	0	0	0	0	0
ENSG00000145416.9|MICT00000273914.1	1	0	0	0	0	0	0	0	0	0	1
ENSG00000250486.2|ENST00000513876.2	0	0	0	0	0	0	0	0	0	0	0
ENSG00000183439.5|HBMT00001092329.1	0	0	0	0	0	0	0	0	0	0	0
ENSG00000176979.8|ENST00000507119.1	0	0	0	0	0	0	0	0	0	0	1
ENSG00000170088.9|ENCT00000338359.1	0	0	0	0	0	0	0	0	0	0	0
ENSG00000109466.9|ENST00000226725.6	0	0	0	0	0	0	0	0	0	0	0
ENSG00000052802.8|ENST00000504317.1	0	0	0	0	0	0	0	0	0	0	1
ENSG00000109472.9|ENST00000402744.4	0	0	0	1	0	0	0	0	0	0	0
ENSG00000038295.3|ENST00000061240.2	0	0	0	0	0	0	0	0	0	0	0
ENSG00000196104.6|ENST00000510741.1	0	0	0	0	0	0	0	0	0	0	0
ENSG00000109511.6|ENST00000359299.3	0	0	0	1	0	1	0	0	0	0	0
ENSG00000137628.12|ENST00000393743.3	0	0	0	0	0	0	0	0	0	0	0
ENSG00000181381.9|ENST00000260184.7	0	0	0	0	0	0	0	0	0	0	0
ENSG00000129116.13|ENCT00000326215.1	0	0	0	0	0	0	0	0	0	0	0
ENSG00000145439.7|ENCT00000338466.1	0	0	0	0	0	0	0	0	0	0	0
ENSG00000154447.10|ENST00000284637.9	0	0	0	0	0	0	0	0	0	0	1
ENSG00000137601.11|ENST00000510533.1	0	0	0	0	0	0	0	0	0	0	0
ENSG00000109572.9|FTMT21500052976.1	0	0	0	0	0	0	0	0	0	0	0
ENSG00000056050.6|ENST00000393381.2	0	0	0	0	0	0	0	0	0	0	0
ENSG00000198948.7|FTMT21300003179.1	0	0	0	0	0	0	0	0	0	0	0
ENSG00000109576.9|ENCT00000338571.1	0	0	0	0	0	0	0	0	0	0	0
CATG00000074518.1|ENCT00000338576.1	1	0	0	0	0	0	0	0	0	0	0
ENSG00000174473.11|ENST00000506823.1	0	0	0	0	0	0	0	0	0	0	0
CATG00000074523.1|MICT00000274449.1	0	0	0	0	0	0	0	0	0	0	0
ENSG00000109586.7|ENST00000512285.1	0	0	0	0	0	0	0	0	0	0	0
ENSG00000164104.7|ENST00000446922.2	0	0	0	0	0	0	0	0	0	0	0
ENSG00000164105.3|ENST00000296504.3	0	0	0	0	0	0	0	0	0	0	0
ENSG00000164106.3|FTMT21300003681.1	0	0	0	0	0	0	0	0	0	0	0
ENSG00000164107.7|ENST00000359562.4	0	0	0	0	1	0	0	0	0	0	0
ENSG00000164117.8|ENST00000503293.1	0	0	0	0	0	0	0	0	0	0	0
ENSG00000164118.8|ENCT00000326683.1	0	0	0	0	0	0	0	0	0	0	0
ENSG00000164120.9|ENST00000422112.2	0	0	0	0	0	0	0	0	0	0	0
ENSG00000145451.8|MICT00000274807.1	0	0	0	0	0	0	0	0	0	0	0
ENSG00000168594.11|ENST00000404450.4	1	0	0	0	0	0	0	0	0	0	0
ENSG00000150625.12|ENST00000512509.1	0	0	0	0	0	0	0	0	0	0	0
CATG00000074619.1|ENCT00000338955.1	0	0	0	1	0	0	0	0	0	0	0
ENSG00000150627.11|ENST00000509792.1	0	0	0	0	0	0	0	0	0	0	0
ENSG00000150628.2|ENST00000280191.2	0	0	0	0	0	0	0	0	0	0	0
ENSG00000164122.4|ENST00000296525.3	0	0	0	0	0	0	0	0	0	0	0
ENSG00000129128.8|ENST00000507678.1	0	0	0	1	0	0	0	0	0	0	0
ENSG00000150630.2|HBMT00001092998.1	0	0	0	0	0	0	0	0	0	0	0
CATG00000071108.1|ENCT00000326773.1	0	0	0	0	0	0	0	0	0	0	0
ENSG00000109674.3|ENCT00000326775.1	0	0	0	1	0	0	0	0	0	0	0
ENSG00000038002.4|ENST00000264595.2	0	0	0	0	0	0	0	0	0	0	0
ENSG00000231171.3|ENST00000507870.1	0	0	0	0	0	0	0	0	0	0	0
ENSG00000218336.3|HBMT00001077174.1	0	0	0	1	0	0	0	0	0	0	0
ENSG00000129187.10|ENST00000357067.3	0	0	0	0	0	0	0	0	0	0	0
CATG00000071295.1|ENCT00000327138.1	0	0	0	1	0	0	0	0	0	0	0
ENSG00000151718.11|ENST00000403733.3	0	0	0	1	0	0	0	0	0	0	0
ENSG00000177300.5|HBMT00001093123.1	0	0	0	0	0	0	0	0	0	0	0
CATG00000071301.1|FTMT21600011759.1	0	0	0	0	0	0	0	0	0	0	0
CATG00000074726.1|MICT00000275347.1	0	0	0	0	0	0	0	0	0	0	0
ENSG00000168564.5|ENST00000302350.4	0	0	0	0	0	1	0	0	0	0	0
ENSG00000168556.5|ENCT00000327179.1	0	0	0	0	0	0	0	0	0	0	0
CATG00000074732.1|MICT00000275397.1	0	0	0	0	0	0	0	0	0	0	0
ENSG00000182552.10|ENST00000326397.5	0	0	0	0	0	0	0	0	0	0	0
ENSG00000168538.11|FTMT21500013679.1	0	0	0	0	0	0	0	0	0	0	0
CATG00000074740.1|MICT00000275432.1	0	0	0	0	0	0	0	0	0	0	0
ENSG00000173320.5|ENST00000308497.4	0	0	0	0	0	0	0	0	0	0	0
ENSG00000164303.6|ENST00000296741.2	0	0	0	1	0	0	0	0	0	0	0
ENSG00000168310.6|ENST00000512020.1	0	0	0	0	0	0	0	0	0	0	0
ENSG00000164305.13|ENST00000308394.4	0	0	0	0	0	0	0	0	0	0	0
ENSG00000164306.6|ENST00000509002.1	0	0	0	0	0	0	0	0	0	0	0
ENSG00000151725.7|ENST00000281453.5	0	0	0	0	0	0	0	0	0	0	0
ENSG00000151726.9|ENST00000281455.2	0	1	0	0	0	0	0	0	0	0	0
ENSG00000251139.1|ENST00000508020.1	0	0	0	1	0	0	0	0	0	0	0
ENSG00000187821.4|ENST00000505610.1	0	0	0	1	0	0	0	0	0	0	0
ENSG00000151729.6|HBMT00001077727.1	0	0	0	0	0	0	0	0	0	0	0
ENSG00000164323.8|ENST00000458385.2	0	0	0	0	0	0	0	0	0	0	0
ENSG00000109762.11|ENST00000264694.8	0	0	0	0	0	0	0	0	0	0	0
ENSG00000109771.11|ENST00000505916.1	0	0	0	0	0	0	0	0	0	0	0
ENSG00000186352.4|ENST00000506424.1	0	0	0	1	0	0	0	0	0	0	0
ENSG00000109775.6|ENST00000514247.1	0	0	0	0	0	0	0	0	0	0	0
ENSG00000205129.4|ENCT00000327292.1	0	0	0	1	0	0	0	0	0	0	0
ENSG00000168491.5|ENST00000507501.1	0	0	0	0	0	0	0	0	0	0	0
ENSG00000249679.1|ENCT00000327296.1	0	0	0	0	1	0	0	0	0	0	0
ENSG00000154553.9|ENST00000284771.6	0	0	0	0	0	0	0	0	0	0	0
ENSG00000154556.13|ENST00000487836.1	0	0	0	0	0	0	0	0	0	0	0
CATG00000071388.1|MICT00000275912.1	0	0	0	0	0	0	0	0	0	0	0
ENSG00000164342.8|ENST00000296795.3	1	0	0	1	0	0	0	0	0	0	0
ENSG00000109794.9|ENCT00000327317.1	0	0	0	0	0	0	0	0	0	0	0
ENSG00000269302.1|ENST00000596414.1	0	0	0	1	0	0	0	0	0	0	0
ENSG00000145476.11|FTMT21500028584.1	0	0	0	1	0	0	0	0	0	0	0
ENSG00000164344.11|ENST00000513864.1	0	0	0	0	0	0	0	0	0	0	0
ENSG00000088926.9|ENST00000492972.2	0	0	0	0	0	0	0	0	0	0	0
ENSG00000272297.1|HBMT00001093633.1	0	0	0	0	0	0	0	0	0	0	0
ENSG00000168412.6|ENST00000307161.5	0	0	0	0	0	0	0	0	0	0	0
ENSG00000083857.9|FTMT21300022690.1	0	0	0	0	0	0	0	0	0	0	0
CATG00000074839.1|ENCT00000339653.1	0	0	0	0	0	0	0	0	0	0	0
ENSG00000179059.5|ENST00000326866.4	0	0	0	1	0	0	0	0	0	0	0
ENSG00000179046.4|ENCT00000339672.1	0	0	0	0	0	0	0	0	0	0	0
ENSG00000184108.3|ENST00000332517.3	0	0	0	1	0	0	0	0	0	0	0
CATG00000074854.1|MICT00000276433.1	0	0	0	0	0	0	0	0	0	0	0
CATG00000074869.1|ENCT00000339718.1	1	0	0	0	0	0	0	0	0	0	0
ENSG00000109536.7|ENST00000524583.1	1	0	0	0	0	0	0	0	0	0	0
ENSG00000153404.9|HBMT00001133102.1	0	0	0	0	0	0	0	0	0	0	0
ENSG00000185028.3|ENST00000328278.3	0	0	0	1	0	0	0	0	0	0	1
ENSG00000164366.3|FTMT21700029582.1	0	0	0	0	0	0	0	0	0	0	0
ENSG00000073578.12|ENCT00000341673.1	0	0	0	0	0	0	0	0	0	0	1
ENSG00000249915.3|ENST00000513582.1	0	0	0	0	0	0	0	0	0	0	0
ENSG00000063438.12|FTMT21900047677.1	0	0	0	1	0	0	0	0	0	0	0
CATG00000078963.1|MICT00000276917.1	0	0	0	0	0	0	0	0	0	0	0
CATG00000078964.1|MICT00000276934.1	0	0	0	0	0	0	0	0	0	0	0
CATG00000074921.1|ENCT00000341723.1	0	0	0	1	0	0	0	0	0	0	0
ENSG00000221990.2|ENST00000408966.2	0	0	0	0	0	0	0	0	0	0	0
ENSG00000180104.11|MICT00000276957.1	0	1	0	1	0	0	0	0	0	0	0
ENSG00000188242.4|ENST00000342584.3	0	0	0	0	0	0	0	0	0	0	0
ENSG00000066230.6|ENST00000264938.3	0	1	0	0	0	0	0	0	0	0	0
CATG00000074926.1|ENCT00000341809.1	0	0	0	0	0	0	0	0	0	0	1
CATG00000074931.1|MICT00000277147.1	0	0	0	0	0	0	0	0	0	0	0
ENSG00000112877.6|MICT00000277165.1	0	0	0	0	0	0	0	0	0	0	0
ENSG00000171368.10|HBMT00001157898.1	0	0	0	0	0	0	0	0	0	0	0
ENSG00000188818.8|ENST00000424784.2	0	0	0	1	0	0	0	0	0	0	1
CATG00000078974.1|FTMT21700048641.1	0	0	0	0	0	0	0	0	0	0	0
ENSG00000028310.13|ENST00000495265.1	0	0	0	0	0	0	0	0	0	0	0
ENSG00000071539.9|ENST00000512024.1	0	0	0	1	0	0	0	0	0	0	0
ENSG00000145506.9|HBMT00001133567.1	0	0	0	1	0	0	0	0	0	0	0
ENSG00000113504.15|MICT00000277453.1	0	0	0	0	0	0	0	0	0	0	0
CATG00000074949.1|MICT00000277457.1	0	0	0	1	0	0	0	0	0	0	0
ENSG00000174358.11|ENST00000304460.10	0	0	0	1	0	0	0	0	0	0	0
ENSG00000164363.8|MICT00000277517.1	0	0	0	0	0	0	0	0	0	0	0
ENSG00000164362.14|ENST00000310581.5	0	0	0	0	0	0	0	0	0	0	0
CATG00000074958.1|MICT00000277598.1	0	0	0	1	0	0	0	0	0	0	1
ENSG00000049656.9|ENST00000320895.5	0	0	0	0	0	0	0	0	0	0	0
ENSG00000142319.14|ENST00000270349.9	0	0	0	0	0	0	0	0	0	0	0
CATG00000074968.1|MICT00000277637.1	0	0	0	1	0	0	0	0	0	0	0
ENSG00000153395.5|ENST00000475622.1	0	0	0	0	0	0	0	0	0	0	0
CATG00000074973.1|FTMT22000000086.1	0	0	0	0	0	0	0	0	0	0	1
CATG00000074974.1|ENCT00000341898.1	0	0	0	0	0	0	0	0	0	0	0
CATG00000074982.1|HBMT00001133628.1	0	0	0	0	0	0	0	0	0	0	0
CATG00000074987.1|MICT00000277790.1	0	0	0	1	0	0	0	0	0	0	0
ENSG00000171421.8|ENST00000382647.7	0	0	0	0	0	0	0	0	0	0	0
ENSG00000145494.7|ENST00000274137.5	0	0	0	0	0	0	0	0	0	0	0
ENSG00000113430.5|MICT00000277813.1	0	0	0	0	0	0	0	0	0	0	0
CATG00000079011.1|MICT00000277845.1	0	0	0	0	0	0	0	0	0	0	0
CATG00000074991.1|FTMT21900020959.1	0	0	0	0	0	0	0	0	0	0	0
CATG00000079012.1|MICT00000277875.1	0	0	0	0	0	0	0	0	0	0	0
ENSG00000170561.8|ENST00000302057.5	0	0	0	0	0	0	0	0	0	0	0
ENSG00000186493.7|MICT00000278050.1	0	0	0	0	0	0	0	0	0	0	0
CATG00000079024.1|MICT00000278105.1	0	0	0	0	0	0	0	0	0	0	0
ENSG00000170549.3|MICT00000278135.1	0	0	0	0	0	0	0	0	0	0	0
CATG00000075035.1|MICT00000278151.1	0	0	0	0	0	0	0	0	0	0	0
ENSG00000145536.11|ENST00000274181.7	0	0	0	1	0	0	0	0	0	0	0
ENSG00000164151.7|ENCT00000341991.1	0	0	0	0	0	0	0	0	0	0	0
ENSG00000133398.3|ENST00000255764.3	0	0	0	0	0	0	0	0	0	0	0
ENSG00000215218.3|FTMT21900033824.1	0	0	0	0	0	0	0	0	0	0	0
ENSG00000037474.10|ENST00000506139.1	0	0	0	1	0	0	0	0	0	0	0
ENSG00000145545.7|FTMT21900047753.1	0	0	0	0	0	0	1	0	0	0	0
ENSG00000112941.8|MICT00000278500.1	0	0	0	0	0	0	0	0	0	0	0
ENSG00000078295.11|ENST00000338316.4	0	1	0	0	0	0	0	0	0	0	0
ENSG00000215217.2|ENST00000509627.1	0	0	0	0	0	0	0	0	0	0	1
ENSG00000124279.7|FTMT21700036552.1	0	0	0	0	0	0	0	0	0	0	0
ENSG00000124275.10|ENST00000511461.1	0	0	0	1	0	0	0	0	0	0	0
ENSG00000112902.7|ENST00000382496.5	0	0	0	0	0	0	0	0	0	0	0
ENSG00000150756.9|ENST00000506108.2	0	0	0	0	0	0	0	0	0	0	0
ENSG00000150753.7|ENST00000515390.1	0	0	0	0	0	0	0	0	0	0	0
ENSG00000164237.4|ENST00000506821.1	0	0	0	0	0	0	0	0	0	0	0
ENSG00000145495.10|ENST00000503788.1	0	0	0	0	0	0	0	0	0	0	0
ENSG00000145491.7|ENST00000503804.1	0	0	0	0	0	0	0	0	0	0	0
ENSG00000164236.7|ENST00000504806.1	0	0	0	0	0	0	0	0	0	0	0
ENSG00000112977.11|ENST00000508253.1	0	1	0	0	0	0	0	0	0	0	0
ENSG00000169862.14|ENST00000513598.1	0	0	0	0	0	0	0	0	0	0	0
CATG00000079142.1|ENCT00000355030.1	0	0	0	0	0	0	0	0	0	0	0
CATG00000075162.1|MICT00000279098.1	0	0	0	0	0	0	0	0	0	0	0
ENSG00000039139.9|MICT00000279110.1	0	0	0	0	0	0	0	0	0	0	0
CATG00000079193.1|FTMT21700037641.1	1	0	0	0	0	0	0	0	0	0	1
CATG00000079201.1|MICT00000279148.1	0	0	0	0	0	0	0	0	0	0	0
ENSG00000038382.13|HBMT00001134993.1	0	0	0	0	0	0	0	0	0	0	0
ENSG00000145569.5|HBMT00001135043.1	0	0	0	0	0	0	0	0	0	0	0
ENSG00000154124.4|ENST00000284274.4	0	0	0	0	0	0	0	0	0	0	0
ENSG00000154122.8|ENST00000284268.6	0	0	0	0	0	0	0	0	0	0	1
CATG00000075203.1|ENCT00000342394.1	0	0	0	1	0	0	0	0	0	0	0
ENSG00000183580.8|ENCT00000342412.1	0	0	0	0	0	0	0	0	0	0	0
ENSG00000183654.8|ENCT00000355342.1	0	1	0	0	1	0	0	0	0	0	0
ENSG00000173545.4|ENST00000308683.2	0	0	0	1	0	0	0	0	0	0	0
ENSG00000154153.9|ENST00000306320.9	0	0	0	0	0	0	0	0	0	0	0
ENSG00000145555.10|ENST00000513610.1	0	0	0	0	0	0	0	0	0	0	0
ENSG00000176788.7|FTMT21900029784.1	0	0	0	1	0	0	0	0	0	0	0
ENSG00000145526.7|HBMT00001159324.1	0	0	0	1	0	0	0	0	0	0	0
ENSG00000154162.9|ENST00000504376.2	0	0	0	0	0	0	0	0	0	0	0
ENSG00000164256.5|ENCT00000342652.1	0	0	0	0	0	0	1	0	0	0	0
ENSG00000248874.1|ENST00000512559.1	0	0	0	1	0	0	0	0	0	0	0
CATG00000079324.1|ENCT00000355798.1	0	0	0	0	0	0	0	0	0	0	0
ENSG00000040731.6|FTMT21700037529.1	0	0	0	1	0	0	0	0	0	0	0
ENSG00000113100.5|ENST00000231021.4	0	0	0	0	0	0	0	0	0	0	0
CATG00000075441.1|FTMT22000001477.1	0	0	0	0	0	0	0	0	0	0	0
ENSG00000113361.8|FTMT21900004530.1	0	0	0	1	0	0	0	0	0	0	0
ENSG00000113360.12|HBMT00001159583.1	0	0	0	0	0	0	0	0	0	0	0
ENSG00000082213.13|ENCT00000343199.1	0	0	0	0	0	0	0	0	0	0	0
ENSG00000133401.11|ENST00000438447.1	0	0	0	0	0	0	0	0	0	0	0
ENSG00000113384.9|ENST00000512668.1	0	0	0	0	0	0	0	0	0	0	0
ENSG00000150712.6|ENST00000264934.5	0	0	0	0	0	0	0	0	0	0	0
ENSG00000056097.11|ENST00000265069.8	0	0	0	1	0	0	0	0	0	0	0
ENSG00000113387.7|ENST00000515355.1	0	0	0	1	0	0	0	0	0	0	0
ENSG00000113389.11|FTMT21900004533.1	0	0	0	0	0	0	0	0	0	0	0
ENSG00000113407.9|ENST00000509731.1	0	1	0	0	0	0	0	0	0	0	0
ENSG00000151388.6|ENST00000352040.3	0	0	0	0	0	0	0	0	0	0	0
ENSG00000164175.10|ENST00000382102.3	0	0	0	0	0	0	0	0	0	0	0
ENSG00000242110.3|ENST00000382072.2	0	0	0	0	0	0	0	0	0	0	0
ENSG00000082196.16|ENST00000231338.7	1	0	0	0	0	0	0	0	0	0	0
ENSG00000039560.9|ENST00000510319.1	0	0	0	0	0	0	0	0	0	0	0
ENSG00000205838.8|ENST00000505624.1	0	0	0	0	0	0	0	0	0	0	0
ENSG00000113456.14|FTMT21700014445.1	0	0	0	0	0	0	0	0	0	0	0
ENSG00000113460.8|ENST00000510834.1	0	0	0	0	0	0	0	0	0	0	0
ENSG00000168724.10|ENST00000382021.2	0	0	0	0	0	0	0	0	0	0	0
ENSG00000113492.9|ENST00000510428.1	0	0	0	0	0	0	0	0	0	0	0
ENSG00000113494.12|ENST00000382002.5	0	0	0	0	0	0	0	0	0	0	0
ENSG00000152582.8|ENST00000440995.2	0	0	0	0	0	0	0	0	0	0	0
ENSG00000168685.10|ENST00000506850.1	0	0	0	0	0	0	0	0	0	0	0
ENSG00000152611.7|ENST00000397366.1	0	0	0	0	0	0	0	0	0	0	0
ENSG00000145626.7|HBMT00001160270.1	0	0	0	0	0	0	0	0	0	0	0
ENSG00000168671.5|ENST00000513300.1	0	0	0	0	0	0	0	0	0	0	0
ENSG00000164187.6|ENST00000296603.4	0	0	0	0	0	0	0	0	0	0	0
ENSG00000145604.11|FTMT21900044457.1	0	0	0	1	0	0	0	0	0	0	0
ENSG00000152620.8|ENCT00000356710.1	0	0	0	0	0	0	0	0	0	0	0
ENSG00000164188.4|ENST00000502994.1	0	0	0	1	0	0	0	0	0	0	0
ENSG00000079215.9|HBMT00001136333.1	0	0	0	1	0	0	0	0	0	0	0
ENSG00000164190.12|ENST00000282516.8	0	0	0	1	0	0	0	0	0	0	0
CATG00000079533.1|ENCT00000356746.1	0	0	0	0	0	0	0	0	0	0	0
ENSG00000197603.9|ENST00000425232.2	0	0	0	0	0	0	0	0	0	0	0
ENSG00000113569.11|ENST00000231498.3	0	0	0	0	0	0	0	0	0	0	0
ENSG00000082068.4|HBMT00001136864.1	0	0	0	0	0	0	0	0	0	0	0
ENSG00000168621.10|ENST00000326524.2	1	0	0	0	0	0	0	0	0	0	0
CATG00000079541.1|MICT00000281194.1	0	0	0	1	0	0	0	0	0	0	0
ENSG00000164318.13|ENCT00000343664.1	0	0	0	0	0	0	0	0	0	0	0
ENSG00000113594.5|ENST00000453190.2	0	0	0	0	0	0	0	0	0	0	0
ENSG00000145623.8|FTMT21900009090.1	0	0	0	0	0	0	0	0	0	0	0
ENSG00000164327.8|ENST00000296782.5	0	0	0	1	0	0	0	0	0	0	0
ENSG00000082074.11|ENST00000351578.6	0	0	0	0	0	0	0	0	0	0	0
CATG00000075641.1|ENCT00000343704.1	0	0	0	1	0	0	0	0	0	0	0
ENSG00000113600.6|ENST00000483232.2	0	0	0	0	0	0	0	0	0	0	0
ENSG00000153071.10|ENST00000320816.6	0	0	0	0	0	0	0	0	0	0	0
ENSG00000171522.5|FTMT21900003880.1	0	0	0	0	0	0	0	0	0	0	0
CATG00000079626.1|FTMT21800002851.1	0	0	0	1	0	0	0	0	0	0	0
ENSG00000113638.8|ENST00000503936.2	0	0	0	0	0	0	0	0	0	0	0
ENSG00000132356.7|ENST00000296800.4	0	0	0	0	0	0	0	0	0	0	0
ENSG00000145592.9|ENST00000509877.1	0	0	0	0	0	0	0	0	0	0	0
ENSG00000132357.9|ENST00000381677.3	0	0	0	0	0	0	0	0	0	0	0
ENSG00000112936.14|ENST00000313164.9	0	0	0	0	0	1	0	0	0	0	0
ENSG00000171495.12|ENST00000508575.1	0	0	0	0	0	0	0	0	0	0	0
